touch me, turn me on and burn me down ..your lips hold a wild desire.and give a kiss like the devil's fire.your kind of love could burn a town.oh, touch me, turn me on and burn me down..your touch brings me to my knees.you've got me begging please, please, please.take my heart and melt it down.touch me, turn me on and burn me down..you're a wild love i can't tame.your kisses burn like flames.i go crazy when you're around.so touch me, turn me on and burn me down..i'm devoured by your fiery flame.my lips can only speak your name.just spread my ashes all around.oh, touch me, turn me on and burn me down..you're a wild love i can't tame.your kisses burn like flames.i go crazy when you're around.so touch me, turn me on and burn me down.touch me, turn me on and burn me down;0
well i don't give a damn that your car's on fire.it ain't none of my concern.i don't really care if you think i'm a lier.i know it's just because your getting burned.that ain't none of my concern.'cause i'm watchin' your mustang burn..and i know what your thinkin' man your heart is sinking.your cars going up in flames.and it's driving you crazy just thinking hey maybe.that someone like me is to blame.but that ain't none of my concern.'cause i'm watchin your mustang burn.no it ain't none of my concern.'cause i'm watchin your mustang burn..well she was a vision perfect dimensions.of what you thought true love would be.and she looked so good.you were under her hood.while your girlfriend was smiling at me.what'd you expect me to do?.i ain't got no ties to you.and it ain't none of my concern.'cause i'm watchin your mustang burn.i said it ain't none of my concern.because i'm watchin your mustang burn;0
i saw you starin' at each other.i saw your eyes begin to glow.and i could tell you once were lovers.but you ain't hidin' nothin' that i don't know...there's an old flame burnin' in your eyes.that tears can't drown and make-up can't disguise.now that old flame might not be stronger.but it's been burnin' longer.than any spark i might have started in your eyes...you said it ended when he left you.you say your love for me is strong.but those old memories still upset you.well, i might be a memory before too long...'cause there's an old flame burnin' in your eyes.that tears can't drown and make-up can't disguise.now that old flame might not be stronger.but it's been burnin' longer.than any spark i might have started in your eyes...there's an old flame burnin' in your eyes.that tears can't drown and make-up can't disguise.now that old flame might not be stronger.but it's been burnin' longer...;0
your cruel device.your blood, like ice.one look, could kill.my pain, your thrill..i wanna love you but i better not touch (don't touch).i wanna hold you, but my senses tell me to stop.i wanna kiss you but i want it too much (too much).i wanna taste you but your lips are venomous poison.you're poison, running through my veins.you're poison.i don't want to break these chains..your mouth, so hot.your web, i'm caught.your skin, so wet.black lace, on sweat..i hear you calling and it's needles and pins (and pins).i wanna hurt you just to hear you screaming my name.don't want to touch you but you're under my skin (deep in).i wanna kiss you but your lips are venomous poison.you're poison, running through my veins.you're poison.i don't want to break these chains.poison..one look, could kill.my pain, your thrill..i wanna love you but i better not touch (don't touch).i wanna to hold you, but my senses tell me to stop.i wanna to kiss you but i want it too much (too much).i wanna taste you but your lips are venomous poison.you're poison, running through my veins.you're poison.i don't want to break these chains.poison (poison)..i wanna love you but i better not touch (don't touch).i wanna hold you, but my senses tell me to stop.i wanna kiss you but i want it too much (too much).i wanna taste you but your lips are venomous poison.yeah, well i don't want to break these chains.poison (poison).runnin' deep inside my veins.burnin' deep inside my brain (poison).poisoning (poison).i don't want to break these chains (poison).poison.(poison) i don't want to break these chains (poison);0
stretch the bones over my skin.stretch the skin over my hand.i'm going to the holy land.stretch the marks over my eyes.burn the candles deep inside.yeah, you know where i'm coming from..so give up the greed, you don't have to feed me, yeah.give up to fate, you don't have to need me.so let it go, to let it go, to let it go, to let it.drown me in you..so slip down the darkness to the mouth.damn the water, burn the wine.i'm going home for the very last time..so throw it away, you don't have to take me, yeah.make no mistakes, i am what you make me.so let it go, to let it go, to let it go, to let it.drown me in you, drown me in you, drown me in you, drown me in you.drown me in, drown me in, oh, drown me in, yeah, drown me in, yeah..ooh..i see you turn around.and burning down, the feeling starts to sink.i feel the hurt surround me.please dissolve me.she's resolved to..so heal my wounds without a trace.and seal my tomb without my face.i'm going to the lonely place..give up to greed, you don't have to feed me.give up to fate, you don't have to need me.so let it go, to let it go, to let it go, to let it.drown me in you, drown me in you, drown me in you, drown me in you.drown me in you, yeah, drown me in you, yeah, drown me in you, yeah, drown me in you.drown me in;0
one fine day in hell.the master told a story.someone lied so well.he sent him back to glory..there are whispers between the screams.that this deed can be done.even sinners must dream.and i can be the one.to make the devil cry..i can win this game.if all things come together.i know it sounds quite strange.i won't be smart, just clever..it's the law on the other side.just a kill lets you run.and though many have tried.i know i'll be the one.to make the devil cry..at last my time has come.i must not give him pleasure.i can be the one.one chance or burn forever..so i told him about my pain.and the life i've been through.he just smiled and the laughter came.then i told him that i love you..and the devil cried.tears from his eyes.eyes of fire.and the devil cried;0
so much trouble in the world now.so much trouble in the world now..bless my eyes this morning.jah sun is on the rise once again.the way earthly things are going.anything can happen..you see men sailing on their ego trips.blast off on their space ship.million miles from reality.no care for you, no care for me..so much trouble in the world now.so much trouble in the world now.all you got to do is give a little.give a little, give a little.one more time ye-a-h! ye-ah!..so you think you have found the solution.but it's just another illusion.so before you check out your tide.don't leave another cornerstone.standing there behind.we've got to face the day.ooh-we come what may.we the street people talking.we the people struggling..now they are sitting on a time bomb.now i know the time has come.what goes on up is coming on down.goes around and comes around..so much trouble in the world.so much trouble in the world.so much trouble in the world.there is so much trouble.there is so much trouble.there is so much trouble.there is so much trouble in the world.there is so much trouble in the world;0
take a breath, take it deep."calm yourself," he says to me.if you play, you play for keeps.take the gun, and count to three.i'm sweatin' now, moving slow.no time to think, my turn to go..and you can see my heart beating.you can see it through my chest.said i'm terrified, but i'm not leaving.i know that i must pass this test.so just pull the trigger (trigger, trigger...)..say a prayer to yourself.he says "close your eyes, sometimes it helps".and then i get a scary thought.that he's here, means he's never lost..and you can see my heart beating.you can see it through my chest.said i'm terrified, but i'm not leaving.i know that i must pass this test.so just pull the trigger..as my life flashes before my eyes.i'm wondering, will i ever see another sunrise?.so many won't get the chance to say goodbye.but it's too late to think of the value of my life..and you can see my heart beating.you can see it through my chest.said i'm terrified, but i'm not leaving, no.i know that i must pass this test..and you can see my heart beating.you can see it through my chest.i...i'm terrified, but i'm not leaving, no.i know that i must pass this test.so just pull the trigger (trigger, trigger...);0
joey, baby.don't get crazy.detours, fences.i get defensive..i know you've heard it all before.so i don't say it anymore.i just stand by.and let you fight your secret war..and though i used to wonder why.i used to cry till i was dry.still sometimes.i get a strange pain inside..oh joey, if you're hurtin', so am i..joey, honey.i've got the money.all is forgiven.listen, listen..and if i seem to be confused.i didn't mean to be with you.and when you said i scared you.well, i guess you scared me too..but we got lucky once before.and i don't wanna close the door.and if you're somewhere out there.passed out on the floor..oh joey, i'm not angry anymore..and if i seem to be confused.i didn't mean to be with you.and when you said i scared you.well, i guess you scared me too..but if it's love you're looking for.then i can give a little more.and if you're somewhere drunk.and passed out on the floor..oh joey, i'm not angry anymore..angry anymore.angry anymore;0
save me, i can't be saved.i won't.i'm a president's son.i don't need no soul..all the soldiers say."it'll be alright.we may make it through the war.if we make it through the night".all the people, they say."what a lovely day, yeah, we won the war.may have lost a million men, but we've got a million more".all the people, they say..share with me all of your pain.i won't.share your love.i need all your love..all the soldiers say."it'll be alright.we may make it through the war.if we make it through the night".all the people, they say."what a lovely day, yeah, we won the war.may have lost a million men, but we've got a million more".all the people, they say..save me, i can't be saved.i won't.i don't need no love.i'm a president's son..all the soldiers say."it'll be alright.we may make it through the war.if we make it through the night".all the people, they say."what a lovely day, yeah, we won the war.may have lost a million men, but we've got a million more".all the people, they say.all the people, they say..it'll be alright, it'll be alright.it'll be right now.it'll be alright, it'll be alright.it'll be right now..it'll be alright, it'll be alright.it'll be right now.all the people, they say;0
